827.,2011-05-16 09:59:09,76.20,92%,"Historian James C. Cobb has described southern identity as ""...",No win (2 of 3)
826.,2011-05-14 05:54:32,136.66,99%,Popularity is only partially about individual attractiveness...,Win (1 of 3)
825.,2011-05-13 12:49:35,118.67,97%,"The Orient was almost a European invention, and had been sin...",Win (1 of 2)
824.,2011-05-13 12:47:34,125.75,96%,Humans need to practice what they are learning a good deal b...,Win (1 of 3)
823.,2011-05-13 12:46:34,119.06,97%,"Hello, hello, hello, is there anybody in there? Just nod if ...",No win (1 of 1)
822.,2011-05-13 12:42:08,120.89,99%,"The Earth is a world, the world is a ball, a ball in a game ...",No win (3 of 5)
821.,2011-05-13 12:41:40,122.09,98%,"I'm so glad you came, I'm so glad you remembered, to see how...",Win (1 of 4)
820.,2011-05-13 12:39:44,124.86,96%,If you're working out in front of a mirror and watching your...,Win (1 of 5)
819.,2011-05-06 06:23:51,127.79,97%,"It was a marvelous night, the sort of night one only experie...",Win (1 of 2)
818.,2011-05-06 06:13:15,127.04,99%,We've arranged a global civilization in which most crucial e...,Win (1 of 2)
817.,2011-05-06 06:04:18,134.53,98%,Groups of illegal miners smuggle themselves down in freight ...,Win (1 of 2)
816.,2011-05-06 05:51:19,108.48,94%,I drew the blankets over my head and tried to think of Chris...,Win (1 of 2)
815.,2011-05-06 05:36:52,131.05,95%,"I'm so glad you came, I'm so glad you remembered, the walkin...",Win (1 of 2)
814.,2011-05-04 04:33:20,125.07,94%,"But older than me now, more constant, more real, and the fur...",Win (1 of 2)
813.,2011-05-04 03:14:03,126.83,98%,The unknown future rolls toward us. I face it for the first ...,Win (1 of 3)
812.,2011-05-04 03:13:27,124.47,98%,Commas and periods always go inside quotation marks. Colons ...,Win (1 of 2)
811.,2011-05-04 03:12:46,134.09,98%,The example of painting can teach us not only how to manage ...,Win (1 of 3)
810.,2011-05-02 05:50:38,127.27,100%,Good games offer players a set of challenging problems and t...,Win (1 of 4)
809.,2011-05-01 12:22:43,134.04,100%,Remembering you running soft through the night. You were big...,Win (1 of 3)
808.,2011-05-01 07:06:29,127.35,100%,"When I was your age, television was called books. And this i...",Win (1 of 2)
807.,2011-05-01 07:05:55,136.87,100%,Good games offer players a set of challenging problems and t...,No win (2 of 3)
806.,2011-05-01 07:03:21,114.60,100%,"For centuries, the battle of morality was fought between tho...",Win (1 of 3)
805.,2011-04-30 07:05:10,123.01,100%,"Ergonomics is a term that combines the Greek word ergon, mea...",Win (1 of 3)
804.,2011-04-30 07:04:12,125.22,100%,"I believe in love, and I know that you do too. And I believe...",Win (1 of 3)
