629.,2017-10-01 01:48:56,139.42,100%,I don't want to live someone else's idea of how to live. Don...,Win (1 of 5)
628.,2017-08-23 09:02:51,112.94,97%,"I have moments like that a lot, when my brain falls asleep o...",Win (1 of 3)
627.,2013-09-25 03:24:35,126.90,100%,One essential rule: make sure the joke is the last possible ...,Win (1 of 4)
626.,2013-09-25 03:23:19,123.39,99%,"For centuries, the battle of morality was fought between tho...",No win (2 of 3)
625.,2013-09-25 02:46:24,117.89,99%,There's a piece of Maria in every song that I sing. And the ...,Win (1 of 3)
624.,2013-09-25 00:36:55,125.79,100%,I don't know why he saved my life. Maybe in those last momen...,Win (1 of 4)
623.,2013-09-24 07:00:57,116.76,96%,"Time is tricky. You have whole months, even years, when noth...",No win (3 of 3)
622.,2013-09-22 07:48:24,122.84,97%,"I hope that whoever you are, you escape this place. I hope t...",Win (1 of 2)
621.,2013-09-22 07:45:02,116.70,97%,"I had a job, I had a girl. I had something going, mister, in...",Win (1 of 2)
620.,2013-09-22 07:41:33,113.20,94%,"I know a bloke who knows a bloke who knows a bloke. Now, I k...",Win (1 of 2)
619.,2013-09-22 07:37:44,119.91,96%,There's a piece of Maria in every song that I sing. And the ...,Win (1 of 3)
618.,2013-09-22 07:37:07,116.94,97%,"That's Tommy. He tells people he was named after a gun, but ...",Win (1 of 4)
617.,2013-09-20 03:57:44,120.94,97%,One thing I've learned in the last seven years: in every gam...,Win (1 of 3)
616.,2013-09-15 01:24:10,133.13,100%,"That's Tommy. He tells people he was named after a gun, but ...",No win (2 of 2)
615.,2013-09-15 01:23:15,120.85,99%,Being able to quit things that don't work is integral to bei...,Win (1 of 3)
614.,2013-09-15 01:14:24,121.16,100%,"I had a job, I had a girl. I had something going, mister, in...",Win (1 of 3)
613.,2013-09-11 06:58:36,115.68,98%,Let me tell you why you're here. You're here because you kno...,No win (2 of 4)
612.,2013-09-06 07:49:51,119.12,97%,"You have a class of young strong men and women, and they wan...",No win (2 of 5)
611.,2013-09-06 05:31:02,125.80,99%,"In the casino, the cardinal rule is to keep them playing and...",Win (1 of 4)
610.,2013-09-06 05:27:46,105.03,94%,I don't know why he saved my life. Maybe in those last momen...,Win (1 of 4)
609.,2013-08-31 06:37:26,112.42,98%,"Comfortable, Mullet? It seems sadly ironic that it's that ti...",No win (2 of 5)
608.,2013-08-31 06:36:53,112.27,97%,Many rivers to cross but I can't seem to find my way over. W...,Win (1 of 5)
607.,2013-08-31 06:36:15,128.11,98%,You've got a way to keep me on your side. You give me cause ...,Win (1 of 4)
606.,2013-08-30 04:20:22,120.21,98%,There are very few things I wish I could change about those ...,Win (1 of 5)
605.,2013-08-30 04:18:19,110.97,94%,You've got a way to keep me on your side. You give me cause ...,Win (1 of 2)
604.,2013-08-26 06:47:41,124.13,98%,"For centuries, the battle of morality was fought between tho...",No win (2 of 3)
603.,2013-08-21 21:49:58,113.30,96%,"Whether they use the title or not, many lyrics have evocativ...",Win (1 of 4)
602.,2013-08-21 04:13:32,123.16,97%,"In the casino, the cardinal rule is to keep them playing and...",No win (2 of 3)
601.,2013-08-21 04:10:35,117.45,99%,There's a hole in the world like a great black pit. And the ...,Win (1 of 2)
600.,2013-08-16 21:42:59,113.31,98%,The most precious treasures we have in life are the images w...,No win (1 of 1)
599.,2013-08-16 20:06:14,108.74,95%,There's a hole in the world like a great black pit. And the ...,Win (1 of 2)
598.,2013-08-16 20:04:37,125.21,100%,"The Earth is a world, the world is a ball, a ball in a game ...",No win (3 of 3)
597.,2013-08-16 08:50:06,108.73,96%,It was hard to toss things I had once thought were valuable ...,Win (1 of 2)
596.,2013-08-16 08:41:33,114.31,98%,There is something about yourself that you don't know. Somet...,No win (2 of 3)
595.,2013-08-16 08:26:54,111.29,97%,The only preventive thing I do is wash clothes after buying ...,Win (1 of 3)
594.,2013-08-16 08:15:55,129.15,99%,"If we all go for the blonde and block each other, not a sing...",No win (2 of 3)
593.,2013-08-16 08:14:54,118.74,100%,The only preventive thing I do is wash clothes after buying ...,No win (2 of 3)
592.,2013-08-16 08:13:12,106.17,97%,How many roads must a man walk down before you call him a ma...,Win (1 of 2)
591.,2013-07-23 06:17:42,117.57,99%,The most precious treasures we have in life are the images w...,No win (2 of 5)
590.,2013-07-23 06:11:53,110.91,98%,Come sail your ships around me and burn your bridges down. W...,No win (2 of 2)
589.,2013-07-18 02:59:14,126.51,99%,"I hope that whoever you are, you escape this place. I hope t...",Win (1 of 3)
588.,2013-05-15 07:13:41,111.51,96%,Let me tell you why you're here. You're here because you kno...,Win (1 of 2)
587.,2013-05-15 07:12:08,104.04,96%,"Today, you people are no longer maggots. Today, you are Mari...",Win (1 of 3)
586.,2013-01-08 23:23:51,115.16,98%,If I'm curt with you it's because time is a factor. I think ...,Win (1 of 5)
585.,2012-12-06 03:12:24,114.50,97%,She's got eyes of the bluest skies as if they thought of rai...,Win (1 of 2)
584.,2012-12-06 03:10:53,126.20,99%,I suddenly had the impression that I had been left all alone...,Win (1 of 2)
583.,2012-12-06 03:08:24,113.78,96%,"For centuries, the battle of morality was fought between tho...",Win (1 of 3)
582.,2012-12-05 19:14:02,107.06,98%,Focus your attention on the Now and tell me what problem you...,Win (1 of 5)
581.,2012-12-03 22:24:53,110.99,95%,"The sooner your kids appreciate the value of work, the more ...",No win (2 of 5)
580.,2012-12-03 22:23:14,115.47,94%,"I'm so glad you came, I'm so glad you remembered, the walkin...",No win (3 of 4)
579.,2012-12-03 22:18:49,116.94,95%,"We turn away to face the cold, enduring chill, as the day be...",Win (1 of 2)
578.,2012-12-03 22:16:58,117.76,96%,"As if that blind rage had washed me clean, rid me of hope; f...",No win (2 of 2)
577.,2012-12-02 06:57:44,113.18,97%,All the blue light reflections that color my mind when I sle...,No win (2 of 3)
576.,2012-12-02 06:56:19,113.42,97%,It was hard to toss things I had once thought were valuable ...,No win (2 of 3)
575.,2012-12-02 06:54:57,111.18,96%,It is possible that I already had some presentiment of my fu...,No win (2 of 4)
574.,2012-12-02 06:54:16,109.09,97%,"This planet has, or rather had, a problem, which was this: m...",Win (1 of 4)
573.,2012-12-02 06:42:53,121.38,98%,It's the possibility of having a dream come true that makes ...,Win (1 of 4)
572.,2012-10-08 08:46:11,103.27,96%,I don't believe in painted roses or bleeding hearts while bu...,Win (1 of 3)
571.,2012-10-08 08:44:58,106.92,96%,"She's got a smile that, it seems to me, reminds me of childh...",No win (3 of 3)
570.,2012-09-25 00:09:10,106.42,96%,Remembering you running soft through the night. You were big...,No win (3 of 3)
569.,2012-09-25 00:08:07,114.76,97%,She's got eyes of the bluest skies as if they thought of rai...,Win (1 of 3)
568.,2012-09-24 09:06:44,110.55,97%,If I'm curt with you it's because time is a factor. I think ...,Win (1 of 4)
567.,2012-09-24 09:02:42,96.63,94%,"I know a bloke who knows a bloke who knows a bloke. Now, I k...",Win (1 of 4)
566.,2012-09-24 09:01:39,114.57,97%,"The time I waited seemed endless, and I felt doubts and fear...",Win (1 of 4)
565.,2012-09-24 09:00:02,107.91,96%,If you're working out in front of a mirror and watching your...,No win (3 of 5)
564.,2012-09-16 04:12:10,104.14,96%,If there is one thing the history of evolution has taught us...,No win (2 of 3)
563.,2012-09-06 04:24:34,112.15,95%,She's got eyes of the bluest skies as if they thought of rai...,Win (1 of 3)
562.,2012-08-27 07:37:22,109.59,95%,"But older than me now, more constant, more real, and the fur...",Win (1 of 3)
561.,2012-08-21 04:22:13,111.39,96%,"When the light of life has gone, no change for the meter. Th...",No win (3 of 4)
560.,2012-08-21 04:17:15,110.54,95%,"If we all go for the blonde and block each other, not a sing...",Win (1 of 4)
559.,2012-08-21 04:16:24,121.95,99%,"A little boy went out to play. When he opened his door, he s...",Win (1 of 3)
558.,2012-08-19 03:02:51,119.14,100%,"When the light of life has gone, no change for the meter. Th...",Win (1 of 4)
557.,2012-08-19 02:59:37,110.43,98%,She's got eyes of the bluest skies as if they thought of rai...,Win (1 of 2)
556.,2012-08-17 21:57:20,106.66,97%,I can already hear your tune calling me across the room. Whe...,Win (1 of 5)
555.,2012-08-17 20:20:57,102.66,98%,There's sometimes a buggy. How many drivers does a buggy hav...,No win (2 of 5)
554.,2012-08-17 19:25:48,98.08,92%,There's a piece of Maria in every song that I sing. And the ...,No win (3 of 4)
553.,2012-08-17 04:16:31,111.70,97%,I still see things that are not here. I just choose not to a...,Win (1 of 2)
552.,2012-08-17 04:12:46,111.51,98%,"As if that blind rage had washed me clean, rid me of hope; f...",Win (1 of 2)
551.,2012-08-17 04:11:24,105.97,96%,"When we pulled out into the winter night and the real snow, ...",No win (1 of 1)
550.,2012-08-15 19:44:33,121.81,98%,"When I was your age, television was called books. And this i...",Win (1 of 2)
549.,2012-08-03 04:38:51,112.96,99%,"As if that blind rage had washed me clean, rid me of hope; f...",Win (1 of 3)
548.,2012-08-03 03:43:41,106.13,96%,"But older than me now, more constant, more real, and the fur...",No win (3 of 3)
547.,2012-08-03 03:30:30,106.86,95%,"For centuries, the battle of morality was fought between tho...",No win (2 of 3)
546.,2012-08-03 03:28:50,109.02,97%,It's the possibility of having a dream come true that makes ...,Win (1 of 5)
545.,2012-08-03 03:24:45,108.12,96%,I've been thinking lots about my life and how quick I'd wash...,No win (2 of 4)
544.,2012-08-03 03:24:03,107.42,97%,But if in efficient causes it is possible to go on to infini...,Win (1 of 5)
543.,2012-08-03 03:22:28,112.19,99%,Remembering you running soft through the night. You were big...,Win (1 of 4)
542.,2012-08-03 03:19:04,110.73,97%,It was one of those days when it's a minute away from snowin...,Win (1 of 4)
541.,2012-07-30 03:27:33,109.26,98%,I am learning about twenty new Italian words a day. Where am...,Win (1 of 3)
540.,2012-07-29 02:50:56,109.64,97%,One essential rule: make sure the joke is the last possible ...,No win (2 of 3)
539.,2012-07-29 01:19:57,104.79,96%,I can already hear your tune calling me across the room. Whe...,Win (1 of 2)
538.,2012-07-27 04:41:24,106.08,95%,There's a piece of Maria in every song that I sing. And the ...,Win (1 of 2)
537.,2012-07-27 04:06:31,114.89,99%,"That fear had been inside him for many years, it had lived w...",Win (1 of 2)
536.,2012-07-18 23:35:56,105.26,97%,How many roads must a man walk down before you call him a ma...,No win (3 of 3)
535.,2012-07-16 06:43:34,107.37,98%,"No matter how bad things are, you can always make things wor...",No win (2 of 4)
