700.,2013-03-03 17:55:32,117.00,96%,"That fear had been inside him for many years, it had lived w...",No win (4 of 5)
699.,2013-03-03 17:53:59,116.30,98%,The development of a living body of literature became indica...,Win (1 of 3)
698.,2013-03-03 17:52:33,119.17,94%,"One day you're in a funk about things, telling a friend that...",Win (1 of 2)
697.,2013-03-03 17:51:17,124.89,100%,"If you don't get what you want, you suffer; if you get what ...",No win (2 of 4)
696.,2013-03-03 17:49:16,105.85,94%,So my heart goes out to them. Figuratively. I would never ac...,Win (1 of 5)
695.,2013-03-03 17:48:13,128.38,100%,"They say that right after God created man, he took a rib fro...",Win (1 of 2)
694.,2013-03-03 17:46:18,123.87,100%,Groups of illegal miners smuggle themselves down in freight ...,Win (1 of 3)
693.,2013-03-03 17:42:02,126.21,99%,Facts can be thought of as objective or subjective. Things a...,Win (1 of 3)
692.,2013-03-03 17:40:25,114.27,95%,The only preventive thing I do is wash clothes after buying ...,Win (1 of 4)
691.,2013-03-03 17:38:15,118.83,92%,Good games offer players a set of challenging problems and t...,Win (1 of 2)
690.,2013-03-03 17:36:09,125.62,97%,"She's got a smile that, it seems to me, reminds me of childh...",Win (1 of 3)
689.,2013-03-03 17:34:59,116.90,97%,She's got eyes of the bluest skies as if they thought of rai...,No win (2 of 5)
688.,2013-03-03 14:47:14,116.54,96%,"Has it been five years? Six? It seems like a lifetime, the k...",Win (1 of 4)
687.,2013-03-03 14:45:12,116.07,95%,"Good games stay within, but at the outer edge, of the player...",Win (1 of 3)
686.,2013-03-02 22:55:09,113.08,96%,I'm telling it like it is. Get used to it or put this book d...,No win (2 of 3)
685.,2013-03-02 22:54:09,118.53,98%,"When I was your age, television was called books. And this i...",Win (1 of 2)
684.,2013-03-02 22:53:31,115.64,99%,"Milt, with the excellent timing of a master comedy writer, w...",Win (1 of 2)
683.,2013-03-02 22:40:39,120.31,98%,Do I really look like a guy with a plan? You know what I am?...,Win (1 of 2)
682.,2013-03-02 22:38:46,112.41,95%,Lucid but wholly false recollections can easily be induced b...,Win (1 of 2)
681.,2013-03-02 22:38:03,123.82,98%,And I don't believe in the existence of angels but looking a...,Win (1 of 4)
680.,2013-03-02 22:35:50,130.79,99%,"For centuries, the battle of morality was fought between tho...",Win (1 of 3)
679.,2013-03-02 22:35:02,126.01,99%,"I don't believe in an interventionist God, but I know, darli...",Win (1 of 2)
678.,2013-03-02 22:30:57,136.28,98%,"When we conceive of the sweetest being ever, we are conceivi...",Win (1 of 3)
677.,2013-03-02 17:21:58,120.77,97%,There are very few things I wish I could change about those ...,Win (1 of 2)
676.,2012-01-27 02:34:42,126.32,97%,"Well, the way they make shows is, they make one show. That s...",Win (1 of 3)
675.,2012-01-27 02:27:12,136.50,98%,The most precious treasures we have in life are the images w...,Win (1 of 3)
674.,2012-01-27 02:22:47,134.11,98%,The example of painting can teach us not only how to manage ...,Win (1 of 3)
673.,2010-10-17 15:24:22,131.09,100%,The odds are that you will generally meet the worst of them....,Win (1 of 3)
672.,2010-10-17 15:21:26,124.69,100%,Be impeccable with your word - speak with integrity. Say onl...,Win (1 of 3)
671.,2010-09-29 22:44:01,116.25,100%,"When I was your age, television was called books. And this i...",No win (2 of 2)
670.,2010-09-05 01:32:00,122.07,100%,It's the possibility of having a dream come true that makes ...,Win (1 of 5)
669.,2010-08-25 04:05:46,119.49,100%,"I'm so glad you came, I'm so glad you remembered, the walkin...",Win (1 of 4)
668.,2010-08-25 04:02:02,110.61,100%,"Trudging slowly over wet sand, back to the bench where your ...",Win (1 of 5)
667.,2010-08-20 01:22:01,113.44,100%,"In the casino, the cardinal rule is to keep them playing and...",Win (1 of 3)
666.,2010-06-17 10:58:32,136.55,100%,"You have a class of young strong men and women, and they wan...",Win (1 of 3)
665.,2010-06-17 10:52:04,123.68,100%,"No matter how bad things are, you can always make things wor...",No win (2 of 3)
664.,2010-06-17 10:50:01,117.80,100%,Chance and chance alone has a message for us. Everything tha...,Win (1 of 2)
663.,2010-06-17 10:43:48,118.78,100%,A glooming peace this morning with it brings. The sun for so...,No win (2 of 2)
662.,2010-06-15 18:22:09,118.75,100%,"Well, the way they make shows is, they make one show. That s...",Win (1 of 2)
661.,2010-06-09 00:02:39,114.84,100%,If I'm curt with you it's because time is a factor. I think ...,Win (1 of 2)
660.,2010-05-29 21:36:20,118.32,100%,"The melted mozzarella layer, which we shall designate MML, i...",No win (2 of 4)
659.,2010-05-29 21:31:51,118.75,100%,"Life is not suffering; it's just that you will suffer it, ra...",Win (1 of 2)
658.,2010-05-29 20:49:20,119.32,100%,Images of broken light which dance before me like a million ...,No win (3 of 4)
657.,2010-05-29 20:47:33,118.22,100%,But the two men were not lonely at all. At home they were co...,Win (1 of 2)
656.,2010-05-21 17:17:13,120.12,100%,"People get ready, there's a train coming. You don't need no ...",Win (1 of 2)
655.,2010-05-21 17:15:05,111.05,100%,The unknown future rolls toward us. I face it for the first ...,Win (1 of 2)
654.,2010-05-21 17:07:52,124.52,100%,She's got eyes of the bluest skies as if they thought of rai...,Win (1 of 3)
653.,2010-05-21 17:01:02,121.55,100%,I have quit three jobs and been fired from all the rest. Get...,No win (2 of 3)
652.,2010-05-21 16:59:50,124.12,100%,"In the casino, the cardinal rule is to keep them playing and...",Win (1 of 2)
651.,2010-05-21 16:58:14,133.18,100%,The unknown future rolls toward us. I face it for the first ...,Win (1 of 3)
650.,2010-05-21 16:53:52,123.84,100%,All time is all time. It does not change. It does not lend i...,No win (2 of 3)
649.,2010-05-21 16:52:29,122.28,100%,"When I was your age, television was called books. And this i...",Win (1 of 4)
648.,2010-05-21 16:48:15,119.63,100%,"When I really worry about something, I don't just fool aroun...",Win (1 of 3)
647.,2010-05-21 16:39:45,124.37,100%,The only preventive thing I do is wash clothes after buying ...,No win (2 of 3)
646.,2010-05-21 16:38:41,116.54,100%,The odds are that you will generally meet the worst of them....,Win (1 of 4)
645.,2010-05-21 16:36:39,115.91,100%,"Throughout my academic career, I'd given some pretty good ta...",Win (1 of 4)
644.,2010-05-21 00:52:29,119.97,100%,Do I really look like a guy with a plan? You know what I am?...,Win (1 of 2)
643.,2010-05-21 00:50:15,124.48,100%,"When I really worry about something, I don't just fool aroun...",Win (1 of 2)
642.,2010-05-21 00:48:54,115.54,100%,The unknown future rolls toward us. I face it for the first ...,No win (2 of 4)
641.,2010-05-21 00:44:47,127.77,100%,She's got eyes of the bluest skies as if they thought of rai...,Win (1 of 4)
